"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2025-10-3","64.53","64.38","65.02","64.20","311.95K","0.66%"
"2025-10-2","64.11","65.45","66.15","64.00","480.22K","-1.90%"
"2025-10-1","65.35","66.18","66.57","65.05","420.60K","-2.49%"
"2025-9-30","67.02","67.50","67.71","66.84","19.23K","-1.40%"
"2025-9-29","67.97","69.50","69.91","67.52","107.59K","-3.08%"
"2025-9-26","70.13","69.54","70.76","69.11","110.38K","1.02%"
"2025-9-25","69.42","69.04","69.68","68.42","210.51K","0.16%"
"2025-9-24","69.31","67.88","69.37","67.51","222.73K","3.49%"
"2025-9-23","66.97","65.99","67.42","65.49","344.39K","1.52%"
"2025-9-22","65.97","65.98","66.67","65.35","295.75K","-1.06%"
"2025-9-19","66.68","67.46","67.57","66.44","276.24K","-1.13%"
"2025-9-18","67.44","68.00","68.42","67.19","254.39K","-0.75%"
"2025-9-17","67.95","68.53","68.59","67.62","233.62K","-0.76%"
"2025-9-16","68.47","67.47","68.69","67.01","305.98K","1.53%"
"2025-9-15","67.44","67.33","67.85","66.78","207.09K","0.67%"
"2025-9-12","66.99","66.24","68.17","65.71","397.41K","0.93%"
"2025-9-11","66.37","67.58","67.62","66.15","247.54K","-1.66%"
"2025-9-10","67.49","66.69","67.78","66.66","274.93K","1.66%"
"2025-9-9","66.39","66.23","67.38","66.12","309.16K","0.56%"
"2025-9-8","66.02","65.55","67.04","65.51","257.32K","0.79%"
"2025-9-5","65.50","66.82","67.05","65.07","327.79K","-2.22%"
"2025-9-4","66.99","67.41","67.41","66.35","295.61K","-0.90%"
"2025-9-3","67.60","69.10","69.24","67.36","393.06K","-2.23%"
"2025-9-2","69.14","68.19","69.53","68.05","346.06K","1.45%"
"2025-9-1","68.15","67.42","68.36","67.12","151.21K","0.04%"
"2025-8-29","68.12","68.24","68.39","67.90","18.13K","-0.73%"
"2025-8-28","68.62","67.71","68.71","67.39","105.36K","0.84%"
"2025-8-27","68.05","67.39","68.12","66.91","131.60K","1.23%"
"2025-8-26","67.22","68.73","68.73","67.11","177.90K","-2.30%"
"2025-8-25","68.80","67.89","69.07","67.57","130.69K","2.35%"
"2025-8-22","67.22","67.05","67.45","66.89","276.32K","0.15%"
"2025-8-21","67.12","66.46","67.25","66.25","275.96K","1.22%"
"2025-8-20","66.31","65.59","66.54","65.31","263.66K","1.55%"
"2025-8-19","65.30","65.98","66.01","65.14","200.65K","-1.08%"
"2025-8-18","66.01","65.26","66.24","64.79","195.57K","0.24%"
"2025-8-15","65.85","66.87","67.06","65.73","251.20K","-1.48%"
"2025-8-14","66.84","65.76","66.99","65.55","275.02K","1.84%"
"2025-8-13","65.63","66.14","66.33","65.01","310.06K","-0.74%"
"2025-8-12","66.12","66.80","67.06","65.98","228.13K","-0.77%"
"2025-8-11","66.63","66.25","67.13","65.81","223.89K","0.06%"
"2025-8-8","66.59","66.42","67.22","65.53","375.28K","0.24%"
"2025-8-7","66.43","66.88","67.68","66.27","319.76K","-0.69%"
"2025-8-6","66.89","67.75","69.18","66.22","395.90K","-1.11%"
"2025-8-5","67.64","68.75","68.87","67.52","334.76K","-1.63%"
"2025-8-4","68.76","69.11","69.98","68.00","308.42K","-1.31%"
"2025-8-1","69.67","71.83","72.00","69.40","418.02K","-3.94%"
"2025-7-31","72.53","73.53","73.53","72.40","16.02K","-0.97%"
"2025-7-30","73.24","72.57","73.63","71.75","111.92K","1.01%"
"2025-7-29","72.51","70.28","73.08","69.86","136.65K","3.53%"
"2025-7-28","70.04","68.54","70.45","68.35","203.44K","2.34%"
"2025-7-25","68.44","69.36","69.86","68.31","166.66K","0.12%"
"2025-7-24","68.36","67.99","68.77","67.70","340.03K","0.78%"
"2025-7-23","67.83","68.02","68.26","67.29","327.38K","0.09%"
"2025-7-22","67.77","68.29","68.30","67.35","310.74K","-0.89%"
"2025-7-21","68.38","68.35","68.75","67.71","265.69K","-1.30%"
"2025-7-18","69.28","69.55","70.77","69.14","411.81K","-0.35%"
"2025-7-17","69.52","68.79","69.67","68.27","324.16K","1.46%"
"2025-7-16","68.52","68.98","69.09","67.71","361.65K","-0.28%"
"2025-7-15","68.71","69.15","69.41","68.60","314.88K","-0.72%"
"2025-7-14","69.21","70.50","71.53","69.02","362.84K","-1.63%"
"2025-7-11","70.36","68.84","70.71","68.55","290.55K","2.51%"
"2025-7-10","68.64","70.06","70.48","68.54","345.20K","-2.21%"
"2025-7-9","70.19","69.92","70.71","69.61","273.96K","0.06%"
"2025-7-8","70.15","69.50","70.68","69.03","282.68K","0.82%"
"2025-7-7","69.58","67.64","69.94","67.22","313.88K","1.87%"
"2025-7-4","68.30","68.85","68.89","67.75","160.48K","-0.73%"
"2025-7-3","68.80","68.86","69.14","68.32","313.95K","-0.45%"
"2025-7-2","69.11","67.11","69.21","66.94","384.48K","2.98%"
"2025-7-1","67.11","66.58","67.50","66.34","270.05K","-0.74%"
"2025-6-30","67.61","67.33","68.15","67.03","17.09K","-0.24%"
"2025-6-27","67.77","67.91","68.42","67.20","93.02K","0.06%"
"2025-6-26","67.73","67.77","69.05","67.38","111.54K","0.07%"
"2025-6-25","67.68","67.88","68.78","67.32","214.00K","0.80%"
"2025-6-24","67.14","68.37","70.20","66.82","453.90K","-4.79%"
"2025-6-23","70.52","78.90","79.40","68.64","789.17K","-6.57%"
"2025-6-20","75.48","75.73","76.01","74.00","390.10K","-2.08%"
"2025-6-19","77.08","74.95","77.18","74.17","359.43K","2.58%"
"2025-6-18","75.14","75.18","75.74","73.00","536.52K","0.32%"
"2025-6-17","74.90","72.50","75.53","71.46","514.73K","4.04%"
"2025-6-16","71.99","76.00","76.45","69.43","527.11K","-3.02%"
"2025-6-13","74.23","70.50","78.50","70.41","1.24M","7.02%"
"2025-6-12","69.36","70.23","70.40","68.36","507.90K","-0.59%"
"2025-6-11","69.77","66.60","70.83","66.47","511.83K","4.34%"
"2025-6-10","66.87","67.12","68.00","66.48","343.94K","-0.25%"
"2025-6-9","67.04","66.59","67.19","66.07","281.13K","0.86%"
"2025-6-6","66.47","65.26","66.67","64.80","335.32K","1.73%"
"2025-6-5","65.34","64.77","65.85","64.60","260.73K","0.74%"
"2025-6-4","64.86","65.52","65.95","64.27","376.27K","-1.17%"
"2025-6-3","65.63","65.16","65.95","64.51","357.85K","1.55%"
"2025-6-2","64.63","63.20","65.76","63.00","478.84K","1.14%"
"2025-5-30","63.90","64.11","64.67","63.65","17.26K","-0.39%"
"2025-5-29","64.15","65.03","66.13","63.79","120.07K","-0.26%"
"2025-5-28","64.32","63.86","65.05","63.51","336.00K","1.18%"
"2025-5-27","63.57","64.12","64.49","62.96","342.54K","-0.86%"
"2025-5-26","64.12","64.42","64.81","63.89","88.47K","-0.14%"
"2025-5-23","64.21","63.50","64.65","62.80","333.49K","0.45%"
"2025-5-22","63.92","64.14","64.50","63.07","310.83K","-0.71%"
"2025-5-21","64.38","65.45","65.93","64.03","378.48K","-0.59%"
"2025-5-20","64.76","64.91","65.27","64.23","277.36K","-0.06%"
"2025-5-19","64.80","64.73","65.28","63.84","269.75K","-0.93%"
"2025-5-16","65.41","64.70","65.54","64.18","315.00K","1.36%"
"2025-5-15","64.53","65.42","65.42","63.44","446.38K","-2.36%"
"2025-5-14","66.09","66.56","66.59","65.68","302.75K","-0.81%"
"2025-5-13","66.63","64.93","66.81","64.63","345.46K","2.57%"
"2025-5-12","64.96","64.05","66.40","63.88","417.96K","1.64%"
"2025-5-9","63.91","63.07","64.27","62.84","326.19K","1.70%"
"2025-5-8","62.84","61.06","63.38","61.00","350.88K","2.81%"
"2025-5-7","61.12","62.50","63.25","60.83","367.74K","-1.66%"
"2025-5-6","62.15","60.28","62.80","60.18","385.65K","3.19%"
"2025-5-5","60.23","59.50","60.82","58.50","321.53K","-1.73%"
"2025-5-2","61.29","61.82","62.72","60.69","373.28K","-1.35%"
"2025-5-1","62.13","61.23","62.40","59.30","449.04K","-1.57%"
"2025-4-30","63.12","64.11","64.33","62.99","24.16K","-1.76%"
"2025-4-29","64.25","65.79","65.83","63.90","120.75K","-2.44%"
"2025-4-28","65.86","67.25","67.57","65.25","139.73K","-1.51%"
"2025-4-25","66.87","66.57","67.18","65.55","183.22K","0.48%"
"2025-4-24","66.55","66.11","67.02","65.80","214.13K","2.10%"
"2025-4-23","65.18","67.01","67.64","64.39","461.72K","-1.96%"
"2025-4-22","66.48","65.80","67.08","65.58","305.54K","1.81%"
"2025-4-21","65.30","66.87","66.87","64.76","156.30K","-3.91%"
"2025-4-17","67.96","66.25","68.14","65.95","301.81K","3.20%"
"2025-4-16","65.85","64.82","66.36","63.79","348.37K","1.82%"
"2025-4-15","64.67","64.96","65.40","64.21","276.51K","-0.32%"
"2025-4-14","64.88","65.00","65.90","64.02","282.68K","0.19%"
"2025-4-11","64.76","63.16","65.08","62.77","411.66K","2.26%"
"2025-4-10","63.33","65.90","66.08","62.00","489.76K","-3.28%"
"2025-4-9","65.48","61.13","66.02","58.40","931.66K","4.23%"
"2025-4-8","62.82","64.59","65.21","61.34","667.30K","-2.16%"
"2025-4-7","64.21","64.90","67.43","62.51","881.70K","-2.09%"
"2025-4-4","65.58","70.00","70.11","64.03","987.63K","-6.50%"
"2025-4-3","70.14","72.70","73.40","69.48","751.22K","-6.42%"
"2025-4-2","74.95","74.52","75.47","73.10","448.93K","0.62%"
"2025-4-1","74.49","74.67","75.29","74.33","440.73K","-0.33%"
"2025-3-31","74.74","73.76","74.81","73.18","23.45K","1.51%"
"2025-3-28","73.63","74.03","74.20","73.22","92.71K","-0.54%"
"2025-3-27","74.03","73.90","74.07","73.23","113.71K","0.33%"
"2025-3-26","73.79","73.27","74.17","73.09","185.49K","1.05%"
"2025-3-25","73.02","73.08","73.57","72.50","224.65K","0.90%"
"2025-3-24","72.37","71.70","72.57","71.26","329.03K","1.06%"
"2025-3-21","71.61","71.80","71.97","71.01","303.43K","0.20%"
"2025-3-20","71.47","70.49","71.76","70.10","364.36K","1.64%"
"2025-3-19","70.32","70.05","70.77","69.51","253.48K","0.29%"
"2025-3-18","70.12","70.44","71.68","69.85","315.81K","-0.68%"
"2025-3-17","70.60","70.18","71.27","70.17","224.67K","0.03%"
"2025-3-14","70.58","70.16","70.75","69.93","238.55K","1.00%"
"2025-3-13","69.88","70.95","71.25","69.66","331.69K","-1.51%"
"2025-3-12","70.95","69.95","71.10","69.48","273.31K","2.00%"
"2025-3-11","69.56","69.05","70.44","68.63","282.86K","0.40%"
"2025-3-10","69.28","70.49","70.88","69.05","275.18K","-1.53%"
"2025-3-7","70.36","69.43","71.40","69.30","395.50K","1.30%"
"2025-3-6","69.46","69.43","69.90","68.74","409.42K","0.23%"
"2025-3-5","69.30","71.02","71.18","68.33","473.00K","-2.45%"
"2025-3-4","71.04","71.30","71.36","69.75","505.15K","-0.81%"
"2025-3-3","71.62","73.04","73.67","71.17","413.71K","-2.13%"
"2025-2-28","73.18","73.72","73.84","72.97","16.15K","-1.16%"
"2025-2-27","74.04","72.70","74.26","72.49","78.87K","2.08%"
"2025-2-26","72.53","73.16","73.34","72.39","126.28K","-0.67%"
"2025-2-25","73.02","74.74","75.26","72.70","188.29K","-1.74%"
"2025-2-24","74.31","73.76","74.50","73.71","263.74K","0.35%"
"2025-2-21","74.05","76.21","76.32","73.80","325.12K","-2.63%"
"2025-2-20","76.05","75.68","76.71","75.36","309.86K","0.50%"
"2025-2-19","75.67","75.44","76.40","75.38","250.06K","0.32%"
"2025-2-18","75.43","74.95","75.67","74.59","285.65K","0.67%"
"2025-2-17","74.93","74.36","75.07","73.91","189.58K","0.25%"
"2025-2-14","74.74","75.00","75.85","74.53","302.06K","-0.37%"
"2025-2-13","75.02","74.97","75.37","74.06","331.42K","-0.21%"
"2025-2-12","75.18","76.82","76.91","74.92","371.41K","-2.36%"
"2025-2-11","77.00","75.94","77.29","75.90","349.47K","1.49%"
"2025-2-10","75.87","74.59","76.23","74.51","271.70K","1.62%"
"2025-2-7","74.66","74.31","75.12","74.26","290.58K","0.50%"
"2025-2-6","74.29","74.71","75.40","74.10","378.11K","-0.43%"
"2025-2-5","74.61","76.21","76.34","74.56","343.53K","-2.09%"
"2025-2-4","76.20","75.40","76.66","74.15","576.12K","0.32%"
"2025-2-3","75.96","76.79","77.34","75.04","548.33K","-1.04%"
"2025-1-31","76.76","77.25","77.51","76.48","17.83K","-0.14%"
"2025-1-30","76.87","76.77","77.63","76.00","84.79K","0.38%"
"2025-1-29","76.58","77.62","77.70","76.31","104.85K","-1.17%"
"2025-1-28","77.49","77.01","78.18","76.85","215.56K","0.53%"
"2025-1-27","77.08","78.34","79.00","76.30","247.12K","-0.61%"
"2025-1-24","77.55","77.17","78.08","76.92","380.75K","-0.01%"
"2025-1-23","77.56","78.01","78.80","77.12","379.04K","-0.75%"
"2025-1-22","78.15","78.47","78.91","77.95","347.64K","-0.32%"
"2025-1-21","78.40","78.78","79.37","77.66","382.47K","-0.88%"
"2025-1-20","79.10","79.72","79.99","78.43","276.32K","-2.09%"
"2025-1-17","80.79","81.44","81.93","80.50","309.20K","-0.62%"
"2025-1-16","81.29","82.42","82.57","80.39","453.67K","-0.90%"
"2025-1-15","82.03","80.29","82.63","79.62","484.58K","2.64%"
"2025-1-14","79.92","80.92","81.15","79.87","445.38K","-1.35%"
"2025-1-13","81.01","79.76","81.68","79.76","610.62K","1.57%"
"2025-1-10","79.76","77.26","80.75","77.03","762.62K","3.69%"
"2025-1-9","76.92","76.18","77.27","75.68","302.92K","1.00%"
"2025-1-8","76.16","77.30","77.89","76.04","442.51K","-1.16%"
"2025-1-7","77.05","76.18","77.30","75.91","368.63K","0.98%"
"2025-1-6","76.30","76.58","77.50","75.94","372.57K","-0.27%"
"2025-1-3","76.51","75.98","76.73","75.53","314.61K","0.76%"
"2025-1-2","75.93","74.93","76.55","74.72","365.43K","1.73%"
"2024-12-31","74.64","74.25","74.89","73.84","190.98K","0.34%"
"2024-12-30","74.39","73.81","74.63","73.80","23.42K","0.30%"
"2024-12-27","74.17","73.16","74.29","73.05","82.60K","1.24%"
"2024-12-26","73.26","73.77","74.17","72.99","54.05K","-0.43%"
"2024-12-24","73.58","72.96","73.81","72.79","93.49K","1.31%"
"2024-12-23","72.63","72.86","73.38","71.98","184.07K","-0.43%"
"2024-12-20","72.94","72.57","73.29","72.00","240.71K","0.08%"
"2024-12-19","72.88","72.91","73.86","72.53","302.55K","-0.69%"
"2024-12-18","73.39","73.26","74.20","72.80","285.30K","0.27%"
"2024-12-17","73.19","73.91","74.18","72.48","270.25K","-0.97%"
"2024-12-16","73.91","74.60","74.60","73.70","234.42K","-0.78%"
"2024-12-13","74.49","73.33","74.59","73.30","246.40K","1.47%"
"2024-12-12","73.41","73.60","74.00","72.42","324.25K","-0.15%"
"2024-12-11","73.52","72.15","73.75","72.15","308.96K","1.84%"
"2024-12-10","72.19","71.94","72.72","71.53","265.90K","0.07%"
"2024-12-9","72.14","70.92","72.65","70.92","231.21K","1.43%"
"2024-12-6","71.12","72.12","72.19","70.85","290.06K","-1.35%"
"2024-12-5","72.09","72.52","72.92","71.80","318.76K","-0.30%"
"2024-12-4","72.31","73.62","74.28","72.25","340.35K","-1.78%"
"2024-12-3","73.62","71.93","73.93","71.68","365.42K","2.49%"
"2024-12-2","71.83","72.00","72.89","71.52","289.49K","-1.52%"
"2024-11-29","72.94","73.11","73.47","72.56","23.33K","-0.46%"
"2024-11-28","73.28","72.87","73.49","72.38","49.82K","0.62%"
"2024-11-27","72.83","72.88","73.37","72.27","106.53K","0.03%"
"2024-11-26","72.81","72.85","74.36","72.09","200.70K","-0.27%"
"2024-11-25","73.01","75.38","75.38","72.84","282.16K","-2.87%"
"2024-11-22","75.17","74.29","75.41","73.43","298.30K","1.27%"
"2024-11-21","74.23","73.10","74.40","72.91","307.87K","1.95%"
"2024-11-20","72.81","73.38","73.94","72.70","260.51K","-0.68%"
"2024-11-19","73.31","73.15","73.87","72.61","354.13K","0.01%"
"2024-11-18","73.30","70.80","73.47","70.70","333.85K","3.18%"
"2024-11-15","71.04","72.28","72.49","70.83","307.47K","-2.09%"
"2024-11-14","72.56","72.12","73.22","71.79","264.41K","0.39%"
"2024-11-13","72.28","71.78","72.63","70.72","388.33K","0.54%"
"2024-11-12","71.89","71.97","72.82","71.55","317.34K","0.08%"
"2024-11-11","71.83","73.85","74.13","71.57","366.90K","-2.76%"
"2024-11-8","73.87","75.55","75.61","73.44","324.16K","-2.33%"
"2024-11-7","75.63","74.99","76.08","74.02","397.04K","0.95%"
"2024-11-6","74.92","75.30","75.98","73.34","467.56K","-0.81%"
"2024-11-5","75.53","75.00","76.24","74.90","296.48K","0.60%"
"2024-11-4","75.08","74.00","75.40","73.88","299.39K","2.71%"
"2024-11-1","73.10","74.11","74.94","72.89","336.96K","-0.08%"
"2024-10-31","73.16","72.85","73.38","72.20","14.27K","0.84%"
"2024-10-30","72.55","71.39","73.12","71.08","90.92K","2.01%"
"2024-10-29","71.12","72.00","72.60","70.72","108.89K","-0.42%"
"2024-10-28","71.42","72.77","73.28","71.18","317.18K","-6.09%"
"2024-10-25","76.05","74.66","76.14","74.17","209.78K","2.25%"
"2024-10-24","74.38","75.35","76.54","74.00","272.67K","-0.77%"
"2024-10-23","74.96","75.73","76.05","74.42","288.44K","-1.42%"
"2024-10-22","76.04","74.23","76.32","73.57","353.15K","2.36%"
"2024-10-21","74.29","73.11","74.57","72.80","279.25K","1.68%"
"2024-10-18","73.06","74.59","74.95","72.50","320.78K","-1.87%"
"2024-10-17","74.45","74.47","74.92","73.26","298.43K","0.31%"
"2024-10-16","74.22","74.71","74.93","73.42","323.37K","-0.04%"
"2024-10-15","74.25","75.22","75.57","73.34","491.23K","-4.14%"
"2024-10-14","77.46","78.55","78.55","74.86","343.07K","-2.00%"
"2024-10-11","79.04","79.14","79.50","78.04","365.34K","-0.45%"
"2024-10-10","79.40","76.76","79.72","76.72","400.89K","3.68%"
"2024-10-9","76.58","77.49","78.02","75.15","497.00K","-0.78%"
"2024-10-8","77.18","80.96","81.14","76.36","646.38K","-4.63%"
"2024-10-7","80.93","78.07","81.16","77.23","496.80K","3.69%"
"2024-10-4","78.05","77.79","79.30","77.39","562.05K","0.55%"
"2024-10-3","77.62","74.59","77.99","74.31","643.31K","5.03%"
"2024-10-2","73.90","74.47","76.14","73.59","541.74K","0.46%"
"2024-10-1","73.56","71.85","75.45","69.91","869.15K","2.49%"
"2024-9-30","71.77","72.50","73.17","71.26","19.52K","-0.29%"
"2024-9-27","71.98","71.42","72.45","70.91","99.35K","0.53%"
"2024-9-26","71.60","73.40","73.80","70.72","162.22K","-2.53%"
"2024-9-25","73.46","75.18","75.35","73.06","283.66K","-2.27%"
"2024-9-24","75.17","74.13","75.87","73.95","238.47K","1.72%"
"2024-9-23","73.90","74.71","75.17","73.10","273.95K","-0.79%"
"2024-9-20","74.49","74.77","75.00","74.00","221.09K","-0.52%"
"2024-9-19","74.88","73.13","75.18","72.91","299.01K","1.67%"
"2024-9-18","73.65","73.69","74.10","72.31","290.81K","-0.07%"
"2024-9-17","73.70","72.91","74.28","72.17","274.59K","1.31%"
"2024-9-16","72.75","72.09","73.39","71.52","232.18K","1.59%"
"2024-9-13","71.61","72.30","73.24","71.46","260.64K","-0.50%"
"2024-9-12","71.97","70.60","72.87","70.59","361.87K","1.93%"
"2024-9-11","70.61","69.68","71.09","69.00","354.35K","2.05%"
"2024-9-10","69.19","71.92","72.28","68.68","395.71K","-3.69%"
"2024-9-9","71.84","71.66","72.21","70.65","314.52K","1.10%"
"2024-9-6","71.06","72.81","73.53","70.61","374.05K","-2.24%"
"2024-9-5","72.69","72.76","74.20","72.37","394.47K","-0.01%"
"2024-9-4","72.70","73.67","74.80","72.35","523.50K","-1.42%"
"2024-9-3","73.75","77.16","77.55","73.51","568.05K","-4.86%"
"2024-9-2","77.52","76.95","77.63","76.21","181.37K","-1.62%"
"2024-8-30","78.80","79.92","80.60","78.57","17.11K","-1.43%"
"2024-8-29","79.94","78.52","80.78","78.12","97.64K","1.64%"
"2024-8-28","78.65","79.87","80.01","77.95","121.16K","-1.13%"
"2024-8-27","79.55","81.26","81.59","79.47","238.22K","-2.31%"
"2024-8-26","81.43","79.35","81.58","79.24","234.38K","3.05%"
"2024-8-23","79.02","77.25","79.27","77.03","216.34K","2.33%"
"2024-8-22","77.22","75.96","77.70","75.77","277.53K","1.54%"
"2024-8-21","76.05","77.13","78.21","75.65","323.32K","-1.49%"
"2024-8-20","77.20","77.66","78.35","76.55","367.14K","-0.59%"
"2024-8-19","77.66","79.60","79.81","77.48","366.54K","-2.54%"
"2024-8-16","79.68","80.86","81.02","78.62","320.91K","-1.68%"
"2024-8-15","81.04","79.96","81.43","79.61","270.93K","1.60%"
"2024-8-14","79.76","81.00","81.44","79.60","359.13K","-1.15%"
"2024-8-13","80.69","81.88","82.30","80.55","356.46K","-1.96%"
"2024-8-12","82.30","79.56","82.40","79.46","328.38K","3.31%"
"2024-8-9","79.66","79.03","79.83","78.77","213.07K","0.63%"
"2024-8-8","79.16","78.55","79.37","77.63","320.08K","1.06%"
"2024-8-7","78.33","76.16","78.87","75.95","444.74K","2.42%"
"2024-8-6","76.48","77.45","77.85","75.58","393.03K","0.24%"
"2024-8-5","76.30","77.61","77.74","75.05","557.81K","-0.66%"
"2024-8-2","76.81","79.98","80.46","76.42","501.31K","-3.41%"
"2024-8-1","79.52","81.44","81.80","79.43","364.93K","-1.49%"
"2024-7-31","80.72","79.02","80.95","79.02","12.09K","2.66%"
"2024-7-30","78.63","79.64","79.99","78.43","87.78K","-1.44%"
"2024-7-29","79.78","81.30","81.74","79.36","132.25K","-1.66%"
"2024-7-26","81.13","82.40","82.71","80.33","204.95K","-1.51%"
"2024-7-25","82.37","81.58","82.53","80.09","332.16K","0.81%"
"2024-7-24","81.71","81.46","82.23","80.93","298.20K","0.86%"
"2024-7-23","81.01","82.25","82.79","80.51","384.32K","-1.69%"
"2024-7-22","82.40","82.80","83.22","81.60","341.72K","-0.28%"
"2024-7-19","82.63","84.72","85.35","82.56","362.34K","-2.91%"
"2024-7-18","85.11","85.23","85.81","84.22","368.32K","0.04%"
"2024-7-17","85.08","83.66","85.20","83.43","325.40K","1.61%"
"2024-7-16","83.73","84.78","84.86","83.30","327.85K","-1.32%"
"2024-7-15","84.85","85.10","85.37","84.42","229.27K","-0.21%"
"2024-7-12","85.03","85.69","86.35","84.95","363.93K","-0.43%"
"2024-7-11","85.40","85.45","85.89","84.64","336.70K","0.38%"
"2024-7-10","85.08","84.92","85.66","84.00","401.56K","0.50%"
"2024-7-9","84.66","85.67","85.85","84.53","354.29K","-1.27%"
"2024-7-8","85.75","86.74","86.92","85.56","303.58K","-0.91%"
"2024-7-5","86.54","87.45","87.95","86.49","265.30K","-1.02%"
"2024-7-4","87.43","87.09","87.59","86.51","179.04K","0.10%"
"2024-7-3","87.34","86.44","87.39","85.89","334.82K","1.28%"
"2024-7-2","86.24","86.71","87.46","86.16","429.15K","-0.42%"
"2024-7-1","86.60","84.90","86.88","84.85","401.36K","0.22%"
"2024-6-28","86.41","86.56","87.22","86.24","20.94K","0.02%"
"2024-6-27","86.39","85.01","86.50","84.88","119.99K","1.34%"
"2024-6-26","85.25","84.89","85.81","84.47","142.86K","0.28%"
"2024-6-25","85.01","86.06","86.23","84.74","197.50K","-1.16%"
"2024-6-24","86.01","84.99","86.16","84.71","179.76K","0.90%"
"2024-6-21","85.24","85.66","86.24","84.84","240.12K","-0.55%"
"2024-6-20","85.71","85.19","85.96","84.95","256.46K","0.75%"
"2024-6-19","85.07","85.40","85.84","84.90","251.83K","-0.30%"
"2024-6-18","85.33","84.31","85.49","83.67","402.24K","1.28%"
"2024-6-17","84.25","82.61","84.55","82.10","359.72K","1.97%"
"2024-6-14","82.62","82.05","83.39","81.92","336.48K","-0.16%"
"2024-6-13","82.75","82.42","83.05","81.80","334.00K","0.18%"
"2024-6-12","82.60","82.08","83.34","81.96","333.39K","0.83%"
"2024-6-11","81.92","81.97","82.36","81.19","332.53K","0.36%"
"2024-6-10","81.63","79.38","82.17","79.34","344.71K","2.52%"
"2024-6-7","79.62","80.05","80.38","79.32","267.07K","-0.31%"
"2024-6-6","79.87","78.70","80.08","78.38","344.98K","1.86%"
"2024-6-5","78.41","77.29","78.66","77.18","339.35K","1.15%"
"2024-6-4","77.52","78.14","78.22","76.76","472.05K","-1.07%"
"2024-6-3","78.36","81.15","81.65","78.09","458.86K","-3.99%"
"2024-5-31","81.62","81.74","82.18","81.17","17.29K","-0.29%"
"2024-5-30","81.86","83.51","83.77","81.80","105.41K","-2.08%"
"2024-5-29","83.60","84.61","85.02","83.29","127.27K","-0.74%"
"2024-5-28","84.22","83.00","84.62","83.00","184.26K","1.35%"
"2024-5-27","83.10","82.20","83.20","82.08","56.71K","1.19%"
"2024-5-24","82.12","81.40","82.46","80.65","180.64K","0.93%"
"2024-5-23","81.36","81.59","82.97","80.93","322.41K","-0.66%"
"2024-5-22","81.90","82.58","82.63","81.57","347.60K","-1.18%"
"2024-5-21","82.88","83.75","83.76","82.04","388.56K","-0.99%"
"2024-5-20","83.71","83.98","84.49","83.11","299.83K","-0.32%"
"2024-5-17","83.98","83.43","84.04","83.08","277.18K","0.85%"
"2024-5-16","83.27","83.03","83.78","82.31","305.71K","0.63%"
"2024-5-15","82.75","82.76","83.07","81.05","385.98K","0.45%"
